time_s,ground_accel_mps2,roof_disp_m,drift_story1,drift_story2,drift_story3,mean_isolation_disp_m,total_base_shear_N
0.15000000596046448,0.015888281726802334,-4.679246194427833e-05,-3.500634327927535e-06,-1.5531087329792272e-06,1.1930852552824135e-07,-2.9028497616915654e-05,-174.16452489805437
0.1599999964237213,0.027792345259380475,-4.1659521230030805e-05,-3.2259507591974124e-06,-1.7343609215458855e-06,2.0142275995264452e-08,-2.3874911372937884e-05,-143.24300743418775
0.17000000178813934,-0.010061917324252437,-3.81095233024098e-05,-3.014744867902697e-06,-1.869288502752574e-06,-1.253142222089486e-07,-2.0075871968098607e-05,-120.44877100515208
0.18000000715255737,0.02266060975101244,-3.53546129190363e-05,-2.8181697147105023e-06,-1.953750749332054e-06,-3.144486981909722e-07,-1.7043683934995595e-05,-102.25564280653401
0.1899999976158142,0.06454081437443535,-3.51152521034237e-05,-2.7444757169750693e-06,-1.990060304201001e-06,-5.400064158796644e-07,-1.6126899330023054e-05,-96.75493517669878
0.20000000298023224,0.08023200485213007,-4.0670460293767974e-05,-3.0025650495965107e-06,-1.9902260343466574e-06,-7.89340346172038e-07,-1.985478714535323e-05,-119.12192604789708
0.20999999344348907,-0.04174838900436566,-5.0772207032423466e-05,-3.53004166013475e-06,-1.9754043023567647e-06,-1.0454783073833419e-06,-2.7188879660873983e-05,-163.12524246875745
0.2199999988079071,-0.05125612044402045,-5.945287557551637e-05,-3.976908071005407e-06,-1.967661470795671e-06,-1.2912914826301858e-06,-3.3403775887563825e-05,-200.41303619360525
0.23000000417232513,-0.014783554286364128,-6.40870857750997e-05,-4.193299429499786e-06,-1.9822790717524995e-06,-1.5132961076839515e-06,-3.640713718292924e-05,-218.4322950662451
0.23999999463558197,-0.03224536792160777,-6.581721390830353e-05,-4.254824724975388e-06,-2.0268675547817515e-06,-1.7025144592884721e-06,-3.707406964773933e-05,-222.43368053407926
0.25,-0.06471534549314195,-6.386716268025339e-05,-4.1156026445268815e-06,-2.101609829373451e-06,-1.8546052160672843e-06,-3.4808618996369965e-05,-208.84097662586305
0.25999999046325684,-0.06448900044856933,-5.618667637463659e-05,-3.6465251940643176e-06,-2.1971562899933715e-06,-1.970593075384386e-06,-2.805528796064512e-05,-168.320990411514
0.27000001072883606,0.02003198268901511,-4.409698522067629e-05,-2.9193349999129873e-06,-2.2954499298874807e-06,-2.0561320626357983e-06,-1.7921684047905728e-05,-107.51936693507766
0.2800000011920929,0.05180971133616796,-3.262872269260697e-05,-2.23096465021997e-06,-2.376569278163111e-06,-2.1182677301112562e-06,-8.415836722027356e-06,-50.48428297980743
0.28999999165534973,0.048163399270916916,-2.538877379265614e-05,-1.7943201387256355e-06,-2.4262395628385193e-06,-2.162028572961895e-06,-2.411456004362359e-06,-14.457998673817455
0.30000001192092896,-0.02826387677611337,-2.1071635273983702e-05,-1.526153174535449e-06,-2.437148825467577e-06,-2.1896436111193098e-06,1.0789689260567077e-06,6.484549661817335
0.3100000023841858,-0.06744016300124463,-1.4784025552216917e-05,-1.1252334978187851e-06,-2.4037117580317295e-06,-2.202445254321598e-06,5.84898028440269e-06,35.10458035245081
0.3199999928474426,-0.042490146258868725,-3.286956598458346e-06,-3.8947325299011073e-07,-2.3165720601051967e-06,-2.202817262918365e-06,1.4384948675190875e-05,86.31998796150089
0.33000001311302185,0.045324293629683925,1.0948730960080866e-05,5.358390774711521e-07,-2.1638531203886182e-06,-2.193429635452857e-06,2.470592820221403e-05,148.2444289751429
0.3400000035762787,0.03279846298671351,2.3222579329740256e-05,1.366878576744865e-06,-1.9379179623986906e-06,-2.1744037642040185e-06,3.3106174669228494e-05,198.643808488184
0.3499999940395355,0.02676201666656137,3.212519004591741e-05,2.016046925779881e-06,-1.6395299300913596e-06,-2.14174583056269e-06,3.848001385146441e-05,230.8850286786968
0.36000001430511475,0.025638968416929385,3.831057983916253e-05,2.5175689154787467e-06,-1.2770386901037352e-06,-2.0879845881912238e-06,4.136141554530089e-05,248.17231374410116
0.3700000047683716,0.03755294849034313,4.169877138338052e-05,2.857795388317081e-06,-8.647748472867534e-07,-2.003324779151525e-06,4.173586664061683e-05,250.41887022839566
0.3799999952316284,0.07495095103012997,4.079877908225171e-05,2.934083130202014e-06,-4.230605554766953e-07,-1.8763199073469473e-06,3.8513849479689576e-05,231.08676726283213
0.38999998569488525,-0.0036240742224272027,3.541834666975774e-05,2.7207096098680733e-06,2.2330116027862662e-08,-1.6948959253366209e-06,3.1645028987744204e-05,189.8738443111599
0.4000000059604645,-0.12170868063760024,3.150469274260104e-05,2.5680958936357425e-06,4.470540362591338e-07,-1.4498052931028521e-06,2.586945205014975e-05,155.2203826855932
0.4099999964237213,-0.1128628782987219,3.668678255053237e-05,2.936957975584341e-06,8.398900616965774e-07,-1.139596861321479e-06,2.719267831707839e-05,163.1595156798173
0.41999998688697815,-0.01092054101250308,5.0892758736154065e-05,3.827826731139794e-06,1.206960102232794e-06,-7.720811683813938e-07,3.5547018342185766e-05,213.28314327807072
0.4300000071525574,0.043947877761702295,6.740076059941202e-05,4.8408377619192895e-06,1.5637184939502427e-06,-3.6057018506754605e-07,4.5642410744524874e-05,273.8506928578809
0.4399999976158142,0.11383569095469452,7.915079913800582e-05,5.554538465393879e-06,1.92298304884591e-06,8.149476747752891e-08,5.193834052382348e-05,311.6223902966065
0.44999998807907104,0.0330979425199487,8.328407420776784e-05,5.7990328733231515e-06,2.2878319012104635e-06,5.438273041767792e-07,5.221358272441042e-05,313.2736689213141
0.46000000834465027,-0.022808787662448433,8.3476523286663e-05,5.7993377224731915e-06,2.6536225858661864e-06,1.018725015455857e-06,4.937845612100015e-05,296.26290930085247
0.4699999988079071,-0.03521190111257827,8.483196870656684e-05,5.8675188349163224e-06,3.0153993672380843e-06,1.4983561413828284e-06,4.7459381069832794e-05,284.7484589938483
0.47999998927116394,-0.048981513889854125,8.968469774117693e-05,6.14899565536891e-06,3.3727822786507504e-06,1.973098228012936e-06,4.8303143557859585e-05,289.81058083849473
0.49000000953674316,0.010765099234905012,9.751010657055303e-05,6.616925289832848e-06,3.7299044682489084e-06,2.431980748143461e-06,5.150638874814225e-05,309.02810626145515
0.5,-0.011392469190869404,0.00010619330714689568,7.147855622288599e-06,4.092283537223314e-06,2.8643383605716126e-06,5.541718807459498e-05,332.49015301773954
0.5099999904632568,0.022034578528060855,0.00011449281737441197,7.670392666046543e-06,4.463791911904183e-06,3.2614035363723006e-06,5.9068700162849076e-05,354.39630837576163
0.5199999809265137,0.004494201098047144,0.000121714809210971,8.144469810994685e-06,4.845195588940341e-06,3.6171210619310537e-06,6.193037794825311e-05,371.5638599507346
