time_s,u_iso_1_m,f_iso_1_N,z_iso_1_m,u_iso_2_m,f_iso_2_N,z_iso_2_m,u_iso_3_m,f_iso_3_N,z_iso_3_m
1.2400000095367432,0.0005377338384278119,1069.3315165042973,0.0005345042803481664,0.000583471090067178,1159.4375845503907,0.0005795213029177226,0.0005377338384278119,1069.3315165042973,0.0005345042803481664
1.25,0.0005289040855132043,1051.6720106750822,0.0005256745274335589,0.0005739153712056577,1140.3261468273502,0.0005699655840562024,0.0005289040855132043,1051.6720106750822,0.0005256745274335589
1.2599999904632568,0.0005171374650672078,1028.1387697830892,0.0005139079069875624,0.0005612120148725808,1114.9194341611962,0.0005572622277231254,0.0005171374650672078,1028.1387697830892,0.0005139079069875624
1.2699999809265137,0.0005097619723528624,1013.3877843543984,0.0005065324142732169,0.0005529077025130391,1098.310809442113,0.0005489579153635837,0.0005097619723528624,1013.3877843543984,0.0005065324142732169
1.2799999713897705,0.0005096099921502173,1013.0838239491083,0.0005063804340705719,0.0005519293481484056,1096.3541007128458,0.0005479795609989502,0.0005096099921502173,1013.0838239491083,0.0005063804340705719
1.2899999618530273,0.000510237761773169,1014.3270991763128,0.00050700174894684,0.0005516503588296473,1095.7961220753293,0.0005477005716801919,0.000510237761773169,1014.3270991763128,0.00050700174894684
1.2999999523162842,0.0005040093092247844,1001.8701940795435,0.0005007732963984553,0.000544213515240699,1080.9224348974328,0.0005402637280912437,0.0005040093092247844,1001.8701940795435,0.0005007732963984553
1.309999942779541,0.0004891184507869184,972.0884772038115,0.0004858824379605893,0.0005277632153593004,1048.0218351346357,0.000523813428209845,0.0004891184507869184,972.0884772038115,0.0004858824379605893
1.3200000524520874,0.0004690005735028535,931.8527226356817,0.00046576456067652444,0.0005058438400737941,1004.1830845636231,0.0005018940529243388,0.0004690005735028535,931.8527226356817,0.00046576456067652444
1.3300000429153442,0.0004507556150201708,895.3628056703163,0.00044751960219384173,0.0004857837629970163,964.0629304100675,0.00048183397584756094,0.0004507556150201708,895.3628056703163,0.00044751960219384173
1.340000033378601,0.0004384589265100658,870.7694286501063,0.0004352229136837367,0.0004718037962447852,936.1029969056052,0.0004678540090953298,0.0004384589265100658,870.7694286501063,0.0004352229136837367
1.350000023841858,0.000428983272286132,851.8181202022387,0.0004257472594598029,0.0004607061273418367,913.9076590997082,0.0004567563401923813,0.000428983272286132,851.8181202022387,0.0004257472594598029
1.3600000143051147,0.0004181133699603379,830.0783155506505,0.0004148773571340088,0.0004481715732254088,888.8385508668524,0.0004442217860759534,0.0004181133699603379,830.0783155506505,0.0004148773571340088
1.3700000047683716,0.00040456594433635473,802.9834643026842,0.00040132993151002566,0.00043289989116601646,858.2951867480677,0.0004289501040165611,0.00040456594433635473,802.9834643026842,0.00040132993151002566
1.3799999952316284,0.00038810932892374694,770.0702334774686,0.00038487331609741787,0.0004146688152104616,821.8330348369581,0.00041071902806100625,0.00038810932892374694,770.0702334774686,0.00038487331609741787
1.3899999856948853,0.000366383814252913,726.6192041358007,0.0003631478014265839,0.0003910523955710232,774.6001955580813,0.00038710260842156786,0.000366383814252913,726.6192041358007,0.0003631478014265839
1.399999976158142,0.00033716901089064777,668.1895974112703,0.0003339329980643187,0.0003597555332817137,712.0064709794623,0.00035580574613225835,0.00033716901089064777,668.1895974112703,0.0003339329980643187
1.409999966621399,0.00030526096816174686,604.3735119534684,0.0003020249553354178,0.0003257106291130185,643.9166626420719,0.00032176084196356314,0.00030526096816174686,604.3735119534684,0.0003020249553354178
1.4199999570846558,0.0002812681195791811,556.3878147883369,0.000278032106752852,0.0002998504205606878,592.1962455374104,0.0002959006334112324,0.0002812681195791811,556.3878147883369,0.000278032106752852
1.4299999475479126,0.0002718925825320184,537.6367406940117,0.00026865656970568935,0.00028909873799420893,570.6928804044527,0.00028514895084475356,0.0002718925825320184,537.6367406940117,0.00026865656970568935
1.440000057220459,0.00027327259886078537,540.3891256648511,0.0002700325609361961,0.00028950252453796566,571.4979512224579,0.0002855514204045586,0.00027327259886078537,540.3891256648511,0.0002700325609361961
1.4500000476837158,0.0002768023987300694,547.4286509923471,0.0002735517953259685,0.0002922203566413373,576.9164519376374,0.0002882602190913177,0.0002768023987300694,547.4286509923471,0.0002735517953259685
1.4600000381469727,0.00027836288791149855,550.5406534262721,0.0002751075603342749,0.0002930303744506091,578.5313434872289,0.0002890675294958779,0.00027836288791149855,550.5406534262721,0.0002751075603342749
